Train_ID,Source,Destination,Date,Hour,Passenger_Count,Seat_Capacity,Number_of_Coaches,Platform,Delay_Minutes,Weekend,Holiday
T7436,Hyderabad,Pune,2025-03-01,8,513,800,16,10,9,1,1
T8710,Bhopal,Mumbai,2025-03-01,13,695,800,16,3,18,0,1
T8696,Coimbatore,Indore,2025-03-01,16,349,500,10,10,0,1,1
T6668,Bangalore,Ahmedabad,2025-03-01,5,860,700,14,7,4,1,1
T5454,Surat,Kolkata,2025-03-01,1,259,500,10,2,12,0,1
T2042,Visakhapatnam,Chennai,2025-03-01,22,292,700,14,3,27,0,1
T5793,Vijayawada,Mumbai,2025-03-01,21,672,600,12,6,0,1,0
T2060,Ahmedabad,Bangalore,2025-03-01,22,685,800,16,6,29,0,0
T5642,Hyderabad,Pune,2025-03-01,3,775,500,10,10,4,1,0
T1737,Coimbatore,Mumbai,2025-03-01,0,201,500,10,3,10,1,0
T9675,Delhi,Bhopal,2025-03-01,11,570,500,10,2,15,1,0
T2490,Tirupati,Surat,2025-03-01,19,703,500,10,2,14,0,1
T1921,Pune,Jaipur,2025-03-01,17,637,500,10,11,19,1,0
T7060,Patna,Mumbai,2025-03-01,11,552,600,12,10,14,1,1
T6992,Indore,Bhopal,2025-03-01,13,340,800,16,8,30,0,0
T6806,Chennai,Delhi,2025-03-01,19,644,500,10,12,22,0,0
T8834,Coimbatore,Vijayawada,2025-03-01,14,548,800,16,1,25,1,0
T2724,Bangalore,Mumbai,2025-03-01,10,272,500,10,6,23,0,1
T6175,Visakhapatnam,Jaipur,2025-03-01,16,880,600,12,9,7,0,1
T9406,Coimbatore,Vijayawada,2025-03-01,17,591,600,12,12,16,0,1
T4523,Patna,Ahmedabad,2025-03-01,1,852,700,14,11,21,1,0
T2087,Coimbatore,Kolkata,2025-03-01,17,788,700,14,8,0,0,1
T4665,Jaipur,Indore,2025-03-01,12,546,600,12,3,28,0,0
T6277,Delhi,Vijayawada,2025-03-01,7,344,500,10,3,28,1,1
T6076,Pune,Vijayawada,2025-03-01,10,544,500,10,6,19,0,0
T8471,Indore,Surat,2025-03-01,20,206,800,16,5,29,0,0
T4574,Delhi,Bangalore,2025-03-01,4,561,800,16,6,13,0,0
T2292,Patna,Vijayawada,2025-03-01,0,740,600,12,6,4,1,1
T6166,Bhopal,Pune,2025-03-01,3,465,700,14,4,22,1,0
T7410,Jaipur,Mumbai,2025-03-01,16,292,800,16,1,0,1,1
T1345,Kolkata,Tirupati,2025-03-01,19,450,500,10,6,28,1,0
T1528,Bangalore,Patna,2025-03-01,17,413,700,14,5,0,1,0
T8743,Vijayawada,Nagpur,2025-03-01,4,476,500,10,10,18,0,0
T2141,Ahmedabad,Chennai,2025-03-01,12,687,600,12,7,6,1,0
T6371,Indore,Agra,2025-03-01,16,494,700,14,11,15,1,0
T7281,Delhi,Jaipur,2025-03-01,12,358,800,16,11,8,1,1
T2845,Chennai,Kolkata,2025-03-01,3,822,600,12,5,3,0,0
T9392,Patna,Kolkata,2025-03-01,2,568,600,12,6,14,1,0
T3265,Chennai,Coimbatore,2025-03-01,4,412,500,10,10,22,0,0
T8863,Bangalore,Nagpur,2025-03-01,22,752,500,10,11,10,1,1
T2020,Bhopal,Agra,2025-03-01,6,606,700,14,6,5,1,1
T3321,Indore,Agra,2025-03-01,10,515,800,16,10,2,0,0
T8347,Visakhapatnam,Pune,2025-03-01,6,606,700,14,7,11,0,1
T7685,Pune,Hyderabad,2025-03-01,17,709,500,10,11,26,0,0
T8371,Patna,Visakhapatnam,2025-03-01,14,653,800,16,7,8,0,0
T6692,Bhopal,Coimbatore,2025-03-01,9,489,800,16,9,26,0,1
T6973,Vijayawada,Bhopal,2025-03-01,9,821,700,14,5,29,0,1
T8729,Chennai,Bhopal,2025-03-01,2,245,800,16,10,18,0,1
T2798,Kolkata,Bhopal,2025-03-01,1,239,800,16,11,10,1,0
T4291,Agra,Nagpur,2025-03-01,10,524,700,14,3,18,0,1
T3952,Ahmedabad,Agra,2025-03-01,19,450,500,10,3,30,1,1
T7886,Bhopal,Pune,2025-03-01,8,754,600,12,5,9,0,1
T4588,Surat,Jaipur,2025-03-01,15,608,600,12,6,25,1,1
T8679,Bhopal,Delhi,2025-03-01,19,765,700,14,2,0,1,1
T6508,Visakhapatnam,Indore,2025-03-01,12,493,700,14,2,17,0,0
T7909,Visakhapatnam,Surat,2025-03-01,20,653,700,14,8,18,1,1
T7948,Bhopal,Delhi,2025-03-01,7,318,800,16,4,27,1,1
T6312,Mumbai,Surat,2025-03-01,2,864,500,10,10,5,1,0
T5107,Bangalore,Ahmedabad,2025-03-01,0,522,700,14,2,24,1,1
T9171,Pune,Indore,2025-03-01,23,359,700,14,10,15,0,0
T7444,Jaipur,Agra,2025-03-01,9,443,700,14,10,2,0,0
T3913,Tirupati,Coimbatore,2025-03-01,6,227,600,12,3,24,1,1
T8810,Visakhapatnam,Surat,2025-03-01,8,849,700,14,6,14,0,0
T2297,Bangalore,Agra,2025-03-01,23,709,800,16,4,17,0,1
T6173,Bangalore,Kolkata,2025-03-01,15,432,600,12,9,19,0,1
T2639,Agra,Visakhapatnam,2025-03-01,2,440,800,16,11,8,0,1
T6491,Vijayawada,Mumbai,2025-03-01,6,556,800,16,5,29,1,1
T6873,Patna,Pune,2025-03-01,3,463,500,10,3,22,0,0
T7398,Visakhapatnam,Surat,2025-03-01,8,296,600,12,11,6,0,1
T4059,Indore,Mumbai,2025-03-01,2,823,700,14,6,5,0,0
T4256,Hyderabad,Kolkata,2025-03-01,14,765,600,12,9,12,1,0
T8870,Agra,Indore,2025-03-01,12,564,600,12,7,7,0,1
T1595,Vijayawada,Jaipur,2025-03-01,23,530,700,14,7,6,0,1
T5325,Mumbai,Indore,2025-03-01,18,278,800,16,9,7,0,1
T3429,Jaipur,Pune,2025-03-01,12,880,700,14,11,19,0,1
T2668,Agra,Indore,2025-03-01,5,622,800,16,7,23,1,0
T4055,Coimbatore,Agra,2025-03-01,1,764,800,16,11,20,0,0
T8629,Kolkata,Patna,2025-03-01,11,793,800,16,3,9,0,1
T1345,Lucknow,Delhi,2025-03-01,23,608,500,10,10,18,1,0
T3797,Surat,Patna,2025-03-01,0,618,800,16,6,1,1,0
T3459,Nagpur,Delhi,2025-03-01,9,466,500,10,7,27,0,1
T4342,Visakhapatnam,Chennai,2025-03-01,7,523,700,14,7,19,0,1
T3770,Bhopal,Jaipur,2025-03-01,16,848,500,10,2,16,0,0
T2866,Coimbatore,Bangalore,2025-03-01,9,260,500,10,7,2,1,0
T9533,Lucknow,Chennai,2025-03-01,1,295,700,14,3,14,1,1
T9391,Hyderabad,Bangalore,2025-03-01,8,427,600,12,2,22,0,0
T3141,Hyderabad,Surat,2025-03-01,16,632,700,14,6,30,1,0
T1445,Surat,Kolkata,2025-03-01,12,698,800,16,12,9,0,0
T1341,Lucknow,Kolkata,2025-03-01,13,697,500,10,5,4,0,0
T4733,Vijayawada,Lucknow,2025-03-01,11,485,600,12,11,15,1,1
T6820,Ahmedabad,Mumbai,2025-03-01,9,824,500,10,8,17,1,1
T5579,Lucknow,Jaipur,2025-03-01,21,727,600,12,5,11,0,0
T2220,Pune,Nagpur,2025-03-01,12,588,800,16,2,30,0,0
T6207,Surat,Agra,2025-03-01,3,833,700,14,5,2,0,0
T3222,Agra,Bangalore,2025-03-01,5,661,800,16,8,24,1,0
T5221,Nagpur,Mumbai,2025-03-01,18,873,600,12,10,29,0,1
T6189,Patna,Vijayawada,2025-03-01,1,667,800,16,9,29,0,0
T9824,Vijayawada,Jaipur,2025-03-01,23,363,500,10,11,25,1,1
T3813,Bhopal,Surat,2025-03-01,5,309,600,12,10,19,1,1
T8954,Coimbatore,Jaipur,2025-03-01,10,555,600,12,1,13,0,0
T8401,Visakhapatnam,Indore,2025-03-01,21,461,700,14,1,3,1,0
T3381,Pune,Delhi,2025-03-01,7,873,700,14,7,28,0,0
T8936,Patna,Surat,2025-03-01,17,777,700,14,7,17,1,0
T1832,Bhopal,Delhi,2025-03-01,20,487,600,12,6,2,0,1
T3541,Visakhapatnam,Delhi,2025-03-01,4,827,700,14,4,26,1,0
T4434,Lucknow,Surat,2025-03-01,12,828,700,14,1,23,0,0
T6077,Pune,Surat,2025-03-01,14,569,800,16,5,11,0,0
T5504,Vijayawada,Coimbatore,2025-03-01,18,784,800,16,10,0,0,0
T6161,Bangalore,Bhopal,2025-03-01,6,669,500,10,8,29,1,1
T1359,Agra,Vijayawada,2025-03-01,8,758,700,14,12,27,0,0
T8634,Bangalore,Ahmedabad,2025-03-01,0,745,500,10,2,3,1,0
T3843,Surat,Nagpur,2025-03-01,12,830,700,14,6,13,1,0
T9145,Agra,Vijayawada,2025-03-01,8,364,600,12,5,6,1,1
T6602,Pune,Vijayawada,2025-03-01,7,758,500,10,7,30,1,0
T9127,Mumbai,Nagpur,2025-03-01,18,451,700,14,8,0,0,1
T1885,Bangalore,Agra,2025-03-01,21,686,700,14,7,1,0,0
T2786,Surat,Vijayawada,2025-03-01,17,676,800,16,3,26,0,0
T6895,Nagpur,Surat,2025-03-01,14,600,500,10,7,8,1,1
T9886,Vijayawada,Coimbatore,2025-03-01,19,808,600,12,1,27,1,1
T6442,Ahmedabad,Tirupati,2025-03-01,3,527,800,16,9,13,1,1
T3400,Agra,Nagpur,2025-03-01,12,593,600,12,11,17,1,0
T1185,Bangalore,Bhopal,2025-03-01,13,671,500,10,3,4,0,1
T1509,Kolkata,Hyderabad,2025-03-01,6,661,500,10,12,15,0,0
T3503,Lucknow,Nagpur,2025-03-01,6,859,700,14,5,20,0,1
T5023,Bhopal,Lucknow,2025-03-01,1,761,700,14,3,21,1,0
T4214,Kolkata,Bhopal,2025-03-01,19,314,800,16,3,16,0,1
T2663,Patna,Visakhapatnam,2025-03-01,21,807,500,10,5,28,1,1
T9635,Mumbai,Nagpur,2025-03-01,21,474,700,14,2,2,1,0
T5551,Bangalore,Pune,2025-03-01,7,293,500,10,10,23,1,1
T1671,Coimbatore,Vijayawada,2025-03-01,15,316,800,16,1,24,1,1
T4246,Chennai,Visakhapatnam,2025-03-01,6,506,600,12,12,0,0,0
T8286,Vijayawada,Hyderabad,2025-03-01,11,573,500,10,9,22,0,0
T2512,Pune,Jaipur,2025-03-01,17,248,500,10,9,23,0,0
T8928,Ahmedabad,Delhi,2025-03-01,23,881,800,16,12,21,1,0
T3089,Agra,Delhi,2025-03-01,15,629,700,14,6,26,0,1
T2629,Lucknow,Hyderabad,2025-03-01,19,465,800,16,6,27,0,1
T8254,Bhopal,Ahmedabad,2025-03-01,23,389,600,12,3,15,0,1
T8647,Ahmedabad,Nagpur,2025-03-01,5,379,600,12,11,12,1,1
T3771,Surat,Kolkata,2025-03-01,8,206,700,14,1,7,1,1
T3927,Nagpur,Chennai,2025-03-01,1,812,600,12,6,21,1,1
T1536,Jaipur,Kolkata,2025-03-01,18,591,600,12,10,5,1,1
T3369,Vijayawada,Indore,2025-03-01,22,754,500,10,5,5,1,0
T6845,Indore,Tirupati,2025-03-01,11,344,700,14,9,17,0,0
T3972,Patna,Surat,2025-03-01,15,381,700,14,8,3,0,1
T4160,Nagpur,Indore,2025-03-01,0,823,700,14,3,27,1,1
T7235,Agra,Indore,2025-03-01,17,281,700,14,8,23,1,1
T4577,Nagpur,Coimbatore,2025-03-01,13,665,600,12,5,9,1,1
T5241,Surat,Kolkata,2025-03-01,4,251,700,14,10,25,0,0
T6247,Kolkata,Vijayawada,2025-03-01,2,340,600,12,4,21,0,1
T3951,Jaipur,Ahmedabad,2025-03-01,6,844,600,12,12,22,0,0
T9586,Coimbatore,Indore,2025-03-01,11,885,800,16,9,21,1,0
T3109,Lucknow,Mumbai,2025-03-01,19,412,600,12,7,13,0,0
T3471,Mumbai,Delhi,2025-03-01,12,687,600,12,11,18,0,1
T3748,Mumbai,Indore,2025-03-01,23,599,600,12,12,7,1,0
T2178,Vijayawada,Chennai,2025-03-01,0,741,800,16,6,10,0,0
T9309,Surat,Chennai,2025-03-01,8,757,500,10,3,25,1,0
T6352,Hyderabad,Chennai,2025-03-01,22,468,700,14,7,23,0,1
T3073,Indore,Visakhapatnam,2025-03-01,9,824,500,10,7,12,0,1
T9113,Patna,Ahmedabad,2025-03-01,19,605,700,14,5,21,1,0
T8325,Vijayawada,Patna,2025-03-01,1,770,600,12,6,3,1,0
T2187,Agra,Kolkata,2025-03-01,11,636,500,10,4,8,1,0
T5395,Ahmedabad,Agra,2025-03-01,14,831,500,10,1,6,1,0
T4013,Visakhapatnam,Chennai,2025-03-01,19,753,700,14,5,19,1,1
T1595,Delhi,Visakhapatnam,2025-03-01,12,723,700,14,12,27,0,0
T1369,Kolkata,Jaipur,2025-03-01,4,335,600,12,1,17,0,1
T1811,Lucknow,Hyderabad,2025-03-01,14,519,500,10,1,14,1,0
T9375,Agra,Indore,2025-03-01,13,465,800,16,4,2,0,0
T5847,Bangalore,Tirupati,2025-03-01,10,800,800,16,11,5,0,1
T1021,Hyderabad,Bhopal,2025-03-01,15,555,500,10,2,2,1,1
T2986,Coimbatore,Chennai,2025-03-01,6,532,700,14,2,18,1,0
T5855,Hyderabad,Mumbai,2025-03-01,21,484,700,14,5,18,0,1
T8131,Pune,Chennai,2025-03-01,12,612,700,14,10,11,1,0
T4519,Lucknow,Visakhapatnam,2025-03-01,22,492,700,14,2,15,0,1
T5980,Ahmedabad,Nagpur,2025-03-01,22,774,700,14,2,11,0,1
T8819,Chennai,Agra,2025-03-01,18,338,500,10,12,10,0,0
T3340,Surat,Pune,2025-03-01,11,283,800,16,7,0,0,1
T7439,Agra,Mumbai,2025-03-01,18,322,800,16,6,2,1,1
T8028,Patna,Coimbatore,2025-03-01,3,367,800,16,2,27,0,0
T9304,Nagpur,Agra,2025-03-01,14,441,700,14,5,1,1,1
T4808,Jaipur,Kolkata,2025-03-01,5,484,500,10,11,11,0,0
T8184,Jaipur,Chennai,2025-03-01,6,820,500,10,2,18,1,1
T9352,Jaipur,Indore,2025-03-01,11,574,800,16,6,16,1,0
T8567,Indore,Mumbai,2025-03-01,12,412,800,16,12,19,0,0
T1741,Mumbai,Surat,2025-03-01,1,875,600,12,4,23,1,1
T5549,Mumbai,Delhi,2025-03-01,18,308,800,16,11,16,0,0
T2848,Visakhapatnam,Bangalore,2025-03-01,13,705,800,16,7,5,0,1
T7491,Delhi,Bhopal,2025-03-01,11,228,800,16,2,21,0,0
T5845,Pune,Mumbai,2025-03-01,12,504,800,16,2,9,0,0
T9973,Mumbai,Indore,2025-03-01,23,210,800,16,11,19,0,1
T6818,Ahmedabad,Indore,2025-03-01,13,743,500,10,11,18,1,0
T1455,Surat,Patna,2025-03-01,17,394,600,12,10,22,1,1
T1760,Hyderabad,Visakhapatnam,2025-03-01,21,530,600,12,9,9,0,0
T4086,Jaipur,Agra,2025-03-01,22,592,600,12,11,30,1,0
T2677,Delhi,Indore,2025-03-01,9,478,800,16,7,18,1,1
T6645,Ahmedabad,Delhi,2025-03-01,17,320,600,12,5,12,1,0
T5683,Delhi,Indore,2025-03-01,16,555,800,16,10,16,1,1
T3937,Indore,Jaipur,2025-03-01,9,555,600,12,11,18,0,1
T9980,Patna,Hyderabad,2025-03-01,6,428,800,16,6,12,0,1
T5208,Tirupati,Kolkata,2025-03-01,21,624,500,10,2,12,0,0
T2761,Surat,Ahmedabad,2025-03-01,21,220,800,16,6,11,1,1
T3790,Kolkata,Nagpur,2025-03-01,7,706,600,12,8,11,1,0
T7458,Coimbatore,Lucknow,2025-03-01,6,351,600,12,8,8,0,0
T6996,Bangalore,Patna,2025-03-01,8,206,600,12,2,19,0,1
T3220,Visakhapatnam,Ahmedabad,2025-03-01,16,399,700,14,10,21,1,0
T5283,Vijayawada,Coimbatore,2025-03-01,11,479,500,10,11,22,1,0
T1006,Nagpur,Kolkata,2025-03-01,21,259,700,14,6,8,1,0
T8594,Nagpur,Vijayawada,2025-03-01,0,336,500,10,7,7,0,0
T9517,Hyderabad,Bangalore,2025-03-01,23,571,800,16,12,7,1,0
T4850,Lucknow,Visakhapatnam,2025-03-01,3,775,500,10,5,15,0,0
T6887,Pune,Ahmedabad,2025-03-01,18,692,600,12,10,29,1,1
T1330,Vijayawada,Delhi,2025-03-01,12,827,600,12,8,25,1,1
T9904,Indore,Lucknow,2025-03-01,22,887,500,10,8,6,1,1
T7347,Hyderabad,Ahmedabad,2025-03-01,22,680,500,10,5,6,1,0
T6521,Lucknow,Coimbatore,2025-03-01,23,442,700,14,12,8,0,1
T9345,Pune,Bhopal,2025-03-01,17,390,500,10,9,18,0,1
T3408,Pune,Visakhapatnam,2025-03-01,21,849,800,16,9,16,0,1
T2937,Coimbatore,Tirupati,2025-03-01,11,617,700,14,11,21,0,1
T8867,Mumbai,Pune,2025-03-01,6,374,500,10,12,6,1,1
T1173,Kolkata,Agra,2025-03-01,0,685,500,10,11,8,0,1
T5759,Mumbai,Vijayawada,2025-03-01,7,482,700,14,1,10,1,1
T2596,Ahmedabad,Indore,2025-03-01,16,489,600,12,5,12,0,1
T3925,Lucknow,Jaipur,2025-03-01,12,278,600,12,4,16,1,1
T6193,Jaipur,Tirupati,2025-03-01,19,354,800,16,3,8,1,0
T1426,Surat,Bhopal,2025-03-01,19,670,700,14,1,5,1,1
T4691,Jaipur,Surat,2025-03-01,9,862,600,12,10,24,1,1
T1324,Tirupati,Pune,2025-03-01,3,749,500,10,4,30,1,0
T7397,Bangalore,Tirupati,2025-03-01,22,648,700,14,7,25,0,0
T7881,Agra,Vijayawada,2025-03-01,11,765,700,14,10,20,0,1
T7237,Bangalore,Patna,2025-03-01,10,700,800,16,7,11,1,0
T2681,Patna,Kolkata,2025-03-01,17,288,700,14,6,29,1,1
T6448,Tirupati,Visakhapatnam,2025-03-01,8,316,800,16,6,5,1,0
T1494,Vijayawada,Ahmedabad,2025-03-01,8,892,700,14,8,19,0,0
T6834,Agra,Mumbai,2025-03-01,7,734,700,14,10,27,1,0
T7729,Mumbai,Hyderabad,2025-03-01,22,267,600,12,12,3,0,1
T6647,Indore,Lucknow,2025-03-01,6,530,800,16,6,21,1,1
T3455,Indore,Tirupati,2025-03-01,9,322,700,14,4,17,1,1
T9132,Coimbatore,Indore,2025-03-01,2,231,700,14,12,30,1,0
T4327,Chennai,Hyderabad,2025-03-01,17,592,600,12,6,16,0,1
T4711,Lucknow,Surat,2025-03-01,19,820,500,10,12,24,0,0
T3793,Pune,Vijayawada,2025-03-01,13,336,700,14,1,26,0,1
T2783,Bangalore,Ahmedabad,2025-03-01,6,246,800,16,5,0,0,1
T8695,Bangalore,Mumbai,2025-03-01,12,632,600,12,9,10,0,0
T3723,Vijayawada,Agra,2025-03-01,12,734,800,16,7,21,0,1
T1067,Kolkata,Hyderabad,2025-03-01,20,874,500,10,7,8,1,0
T1334,Jaipur,Hyderabad,2025-03-01,7,488,700,14,8,28,1,1
T2623,Jaipur,Kolkata,2025-03-01,5,697,600,12,2,8,0,1
T9513,Lucknow,Visakhapatnam,2025-03-01,12,668,800,16,6,16,0,1
T2245,Bangalore,Mumbai,2025-03-01,2,797,600,12,4,19,1,1
T4529,Delhi,Surat,2025-03-01,0,334,800,16,1,9,1,1
T5245,Vijayawada,Lucknow,2025-03-01,9,245,800,16,2,17,1,1
T1829,Chennai,Pune,2025-03-01,9,714,800,16,10,12,1,0
T1667,Chennai,Bhopal,2025-03-01,23,774,800,16,12,5,0,0
T2696,Bangalore,Nagpur,2025-03-01,3,646,500,10,11,21,0,1
T7011,Patna,Kolkata,2025-03-01,7,519,500,10,4,10,0,0
T5371,Tirupati,Visakhapatnam,2025-03-01,0,494,600,12,11,22,1,1
T2269,Tirupati,Bangalore,2025-03-01,3,510,700,14,4,26,1,0
T4492,Indore,Tirupati,2025-03-01,7,876,600,12,5,29,1,0
T2166,Surat,Pune,2025-03-01,2,634,800,16,8,12,0,1
T1637,Surat,Kolkata,2025-03-01,7,523,800,16,11,29,1,0
T2266,Pune,Surat,2025-03-01,12,313,500,10,6,6,0,0
T4172,Kolkata,Visakhapatnam,2025-03-01,5,622,700,14,1,10,0,1
T4855,Vijayawada,Hyderabad,2025-03-01,18,797,700,14,1,15,1,0
T5515,Indore,Pune,2025-03-01,22,653,800,16,5,16,0,0
T5662,Surat,Nagpur,2025-03-01,2,707,600,12,5,29,0,1
T5530,Lucknow,Visakhapatnam,2025-03-01,7,705,800,16,8,2,0,0
T2146,Indore,Agra,2025-03-01,23,753,500,10,9,25,1,0
T4495,Lucknow,Coimbatore,2025-03-01,19,403,700,14,1,18,0,1
T4278,Vijayawada,Agra,2025-03-01,7,541,600,12,11,28,0,0
T8030,Bangalore,Vijayawada,2025-03-01,20,841,700,14,9,5,1,1
T9645,Lucknow,Ahmedabad,2025-03-01,5,842,700,14,1,6,1,1
T6982,Vijayawada,Tirupati,2025-03-01,14,474,600,12,3,10,1,1
T2830,Pune,Patna,2025-03-01,8,614,700,14,10,14,0,0
T7768,Bangalore,Mumbai,2025-03-01,1,233,500,10,7,19,0,1
T4334,Agra,Visakhapatnam,2025-03-01,2,751,700,14,1,0,1,0
T7619,Coimbatore,Ahmedabad,2025-03-01,23,331,600,12,4,7,1,0
T5462,Ahmedabad,Jaipur,2025-03-01,18,840,500,10,10,10,1,1
T3562,Nagpur,Hyderabad,2025-03-01,2,285,600,12,5,19,0,0
T4097,Hyderabad,Visakhapatnam,2025-03-01,0,755,500,10,7,21,0,0
T4687,Coimbatore,Bangalore,2025-03-01,21,720,600,12,3,15,0,0
T3154,Visakhapatnam,Jaipur,2025-03-01,15,340,800,16,12,28,1,1
T5494,Indore,Agra,2025-03-01,2,612,800,16,10,10,0,0
T1065,Pune,Nagpur,2025-03-01,21,407,800,16,3,18,1,1
T2818,Mumbai,Pune,2025-03-01,6,544,800,16,12,9,0,0
T9443,Bangalore,Visakhapatnam,2025-03-01,7,304,700,14,8,19,1,1
T8538,Delhi,Kolkata,2025-03-01,9,587,800,16,3,8,0,0
T4715,Ahmedabad,Kolkata,2025-03-01,8,739,600,12,9,23,0,1
T3534,Bangalore,Hyderabad,2025-03-01,7,419,500,10,10,14,1,0
T8859,Agra,Vijayawada,2025-03-01,2,896,700,14,8,16,0,1
T8640,Coimbatore,Chennai,2025-03-01,18,747,600,12,6,11,0,0
T3125,Nagpur,Bangalore,2025-03-01,20,565,800,16,6,8,1,1
T1967,Mumbai,Surat,2025-03-01,1,452,700,14,1,27,1,1
T2954,Agra,Nagpur,2025-03-01,15,440,500,10,9,13,0,1
T4808,Coimbatore,Delhi,2025-03-01,19,397,600,12,10,19,0,1
T7238,Mumbai,Bhopal,2025-03-01,19,779,800,16,9,27,1,0
T8636,Pune,Hyderabad,2025-03-01,15,542,500,10,3,22,0,1
T1943,Lucknow,Pune,2025-03-01,12,780,700,14,9,3,1,0
T1150,Hyderabad,Coimbatore,2025-03-01,23,323,600,12,7,25,1,1
T6950,Chennai,Pune,2025-03-01,2,642,800,16,4,5,0,0
T2965,Delhi,Ahmedabad,2025-03-01,18,272,700,14,10,26,0,1
T9893,Hyderabad,Chennai,2025-03-01,22,666,500,10,3,26,1,0
T5366,Mumbai,Delhi,2025-03-01,14,357,600,12,7,29,1,0
T8512,Patna,Delhi,2025-03-01,5,726,700,14,4,13,1,0
T1565,Kolkata,Pune,2025-03-01,18,559,700,14,7,26,1,0
T2684,Visakhapatnam,Bhopal,2025-03-01,1,647,500,10,2,24,1,0
T2127,Chennai,Jaipur,2025-03-01,2,542,800,16,8,18,1,1
T3605,Visakhapatnam,Chennai,2025-03-01,20,555,600,12,12,23,1,1
T8138,Tirupati,Jaipur,2025-03-01,11,677,600,12,10,0,0,0
T7513,Ahmedabad,Tirupati,2025-03-01,15,262,600,12,9,6,1,1
T5150,Jaipur,Nagpur,2025-03-01,8,648,800,16,9,29,0,1
T9237,Agra,Tirupati,2025-03-01,22,430,700,14,8,4,1,1
T8979,Agra,Visakhapatnam,2025-03-01,5,620,800,16,11,0,0,0
T7530,Agra,Nagpur,2025-03-01,10,349,500,10,7,29,0,0
T2939,Agra,Chennai,2025-03-01,8,829,700,14,3,22,0,0
T3568,Vijayawada,Bhopal,2025-03-01,0,346,700,14,11,30,0,1
T3045,Coimbatore,Kolkata,2025-03-01,15,203,700,14,11,16,1,0
T7865,Jaipur,Bangalore,2025-03-01,16,695,500,10,2,11,0,0
T4626,Visakhapatnam,Indore,2025-03-01,15,896,700,14,1,28,1,1
T8672,Patna,Indore,2025-03-01,17,648,800,16,1,1,1,0
T3771,Pune,Indore,2025-03-01,21,322,500,10,5,0,1,1
T9451,Chennai,Bangalore,2025-03-01,4,385,800,16,4,6,1,1
T6510,Ahmedabad,Indore,2025-03-01,18,636,600,12,11,15,0,0
T7298,Lucknow,Ahmedabad,2025-03-01,8,772,700,14,6,11,0,0
T9173,Surat,Vijayawada,2025-03-01,7,744,800,16,12,23,0,1
T4802,Indore,Vijayawada,2025-03-01,19,551,500,10,12,17,1,0
T2564,Indore,Jaipur,2025-03-01,1,845,600,12,11,6,0,1
T2133,Bhopal,Pune,2025-03-01,21,326,600,12,10,20,0,0
T1736,Bangalore,Ahmedabad,2025-03-01,8,690,600,12,1,9,0,1
T5395,Ahmedabad,Vijayawada,2025-03-01,22,894,700,14,6,9,0,0
T3175,Ahmedabad,Delhi,2025-03-01,12,679,800,16,8,1,0,0
T9117,Bangalore,Patna,2025-03-01,0,626,600,12,4,7,0,0
T3181,Delhi,Surat,2025-03-01,9,432,800,16,7,24,0,1
T7459,Patna,Coimbatore,2025-03-01,5,709,600,12,1,19,0,0
T6747,Hyderabad,Indore,2025-03-01,22,283,700,14,3,6,0,0
T9697,Mumbai,Agra,2025-03-01,0,685,700,14,6,9,1,1
T2326,Tirupati,Delhi,2025-03-01,9,646,800,16,6,17,0,1
T5881,Indore,Patna,2025-03-01,7,363,700,14,9,21,1,1
T5869,Agra,Lucknow,2025-03-01,23,670,800,16,10,6,0,0
T5820,Coimbatore,Surat,2025-03-01,11,609,800,16,10,12,1,1
T4919,Bhopal,Nagpur,2025-03-01,19,525,500,10,9,15,0,1
T5958,Coimbatore,Mumbai,2025-03-01,14,522,600,12,6,3,1,1
T4716,Chennai,Bangalore,2025-03-01,6,875,600,12,2,10,0,1
T4136,Nagpur,Vijayawada,2025-03-01,20,552,500,10,1,27,1,1
T7357,Lucknow,Mumbai,2025-03-01,23,285,600,12,8,18,0,1
T8019,Agra,Lucknow,2025-03-01,2,573,600,12,1,9,0,0
T5452,Vijayawada,Bhopal,2025-03-01,22,406,700,14,11,16,1,0
T5511,Bangalore,Agra,2025-03-01,0,827,800,16,7,27,0,0
T6054,Tirupati,Visakhapatnam,2025-03-01,19,417,500,10,8,17,0,0
T6751,Ahmedabad,Tirupati,2025-03-01,0,635,500,10,4,26,0,0
T6372,Nagpur,Visakhapatnam,2025-03-01,13,830,800,16,5,10,1,0
T5823,Nagpur,Patna,2025-03-01,17,755,500,10,3,29,1,0
T4225,Vijayawada,Visakhapatnam,2025-03-01,9,477,500,10,12,20,0,1
T6712,Bhopal,Visakhapatnam,2025-03-01,20,692,600,12,3,27,1,1
T7199,Jaipur,Indore,2025-03-01,23,277,800,16,8,1,0,1
T7596,Chennai,Agra,2025-03-01,1,890,700,14,4,15,0,1
T7941,Bhopal,Patna,2025-03-01,17,627,600,12,11,0,1,0
T3741,Agra,Delhi,2025-03-01,23,446,800,16,8,10,0,1
T4705,Visakhapatnam,Surat,2025-03-01,11,546,800,16,12,2,1,1
T2448,Indore,Vijayawada,2025-03-01,12,203,800,16,10,17,0,1
T1117,Vijayawada,Hyderabad,2025-03-01,15,345,500,10,6,26,0,0
T4979,Bangalore,Lucknow,2025-03-01,6,629,800,16,9,6,0,1
T8057,Jaipur,Bhopal,2025-03-01,12,347,800,16,4,6,0,1
